"genus","family","order","class","phylum"
"Podosperma","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Rhodanthe","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Quinqueremulus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Polycalymma","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Hyalochlamys","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Calocephalus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Taplinia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Hyalosperma","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Gilberta","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Helipterum","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Myriocephalus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Cephalipterum","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Craspedia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Pycnosorus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Bellida","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Lawrencella","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Schoenia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Troglophyton","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Vellereophyton","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Filago","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Evacidium","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Bombycilaena","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Micropus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Psilocarphus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Hesperevax","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Stylocline","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Logfia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Lucilia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Berroa","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Micropsis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Facelis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Belloa","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Luciliocline","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Loricaria","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Jalcophila","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Chevreulia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Cuatrecasasiella","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Gamochaeta","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Stuckertiella","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Chionolaena","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Mexerion","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Antennaria","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Leontopodium","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Plecostachys","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Stoebe","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Seriphium","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Elytropappus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Dicerothamnus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Amphiglossa","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Disparago","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Monticapra","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Laevicarpa","Balsaminaceae","Ericales","Magnoliopsida","Tracheophyta"
"Metalasia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Lachnospermum","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Planea","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Phaenocoma","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Calotesta","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Hydroidea","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Atrichantha","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Dolichothrix","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Ifloga","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Trichogyne","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Lasiopogon","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Phagnalon","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Aliella","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Pentatrichia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Anisothrix","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Athrixia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Relhania","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Rosenia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Oedera","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Leysera","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Rhynchopsidium","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Nestlera","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Macowania","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Arrowsmithia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Cratystylis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Epaltes","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Litogyne","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Philyrophyllum","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Artemisiopsis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Callilepis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Zoutpansbergia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Geigeria","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Ondetia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Antiphiona","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Stenachaenium","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Perralderia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Pegolettia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Calostephane","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Pterocaulon","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Pechuel-Loeschea","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Sachsia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Rhodogeron","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Iphionopsis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Pluchea","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Streptoglossa","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Coleocoma","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Allopterigeron","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Thespidium","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Tessaria","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Karelinia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Laggera","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Blumea","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Sphaeranthus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Cylindrocline","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Doellia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Porphyrostemma","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Monarrhenus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Triplocephalum","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Nicolasia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Adelostigma","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Delamerea","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Neojeffreya","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Pulicaria","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Chiliadenus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Dittrichia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Anvillea","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Allagopappus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Pallenis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Limbarda","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Schizogyne","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Lifago","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Rhanterium","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Iphiona","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Buphthalmum","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Inula","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Pentanema","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Varthemia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Rhanteriopsis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Chrysophthalmum","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Carpesium","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Telekia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Blumeopsis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Merrittia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Nanothamnus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Caesulia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Duhaldea","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Grindelia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Lessingia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Corethrogyne","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Benitoa","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Pyrrocoma","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Hazardia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Haplopappus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Isocoma","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Rayjacksonia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Xanthocephalum","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Xanthisma","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Machaeranthera","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Dieteria","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Leucosyris","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Arida","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Oonopsis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Xylorhiza","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Triniteurybia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Eurybia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Herrickia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Oreostemma","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Symphyotrichum","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Aster","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Psilactis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Almutaster","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Ampelaster","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Canadanthus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Batopilasia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Chloracantha","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Boltonia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Heterotheca","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Noticastrum","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Croptilon","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Pityopsis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Chrysopsis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Geissolepis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Ionactis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Astranthium","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Dichaetophora","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Townsendia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Solidago","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Brintonia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Chrysoma","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Stenotus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Oreochrysum","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Petradoria","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Toiyabea","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Columbiadoria","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Acamptopappus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Chrysothamnus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Tonestus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Eastwoodia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Nestotus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Lorandersonia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Sericocarpus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Cuniculotinus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Xylothamia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Neonesomia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Gutierrezia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Amphiachyris","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Gymnosperma","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Bigelowia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Euthamia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Thurovia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Gundlachia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Chaetopappa","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Monoptilon","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Ericameria","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Pentachaeta","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Rigiopappus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Tracyina","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Erigeron","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Leptostelma","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Conyza","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Darwiniothamnus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Hysterionica","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Apopyros","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Aphanostephus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Egletes","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Doellingeria","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Eucephalus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Inulopsis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Asteropsis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Sommerfeltia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Microgyne","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Archibaccharis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Plagiocheilus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Parastrephia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Hinterhubera","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Laestadia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Diplostephium","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Westoniella","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Laennecia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Aztecaster","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Podocoma","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Floscaldasia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Blakiella","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Baccharis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Kieslingia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Guynesomia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Brachyscome","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Pembertonia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Allittia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Myriactis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Keysseria","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Solenogyne","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Lagenophora","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Remya","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Vittadinia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Peripleura","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Achnophora","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Isoetopsis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Elachanthus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Kippistia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Chondropyxis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Minuria","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Camptacra","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Calotis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Erodiophyllum","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Hullsia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Psychrogeton","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Rhinactinidia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Brachyactis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Kalimeris","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Callistephus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Asterothamnus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Formania","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Tetramolopium","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Galatella","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Heteropappus","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Tripolium","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Chamaegeron","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Lachnophyllum","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Dichromochlamys","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Iotasperma","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Ixiochlamys","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Sheareria","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Miyamayomena","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Rhynchospermum","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Felicia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Arctogeron","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Bellidastrum","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Ceratogyne","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Bellis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Bellium","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Nidorella","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Grangea","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
"Welwitschiella","Asteraceae","Asterales","Magnoliopsida","Tracheophyta"
